objectid,行政區,地標類型,地標名稱,地址,電話,網址,twd97_x,twd97_y,更新日期
1102,永和區,衛生所,新北市永和區衛生所,新北市永和區店街里14鄰秀朗路一段137號,02-32332780,yonghe.health.ntpc.gov.tw,302106.89000000,2766427.32000000,2024-12-26 09:28:17.233000
1103,石門區,衛生所,新北市石門區衛生所,新北市石門區石門里6鄰中山路28-1號,02-26381007,shimen.health.ntpc.gov.tw,306995.27000000,2798037.53000000,2024-12-26 09:28:17.233000
1104,石碇區,衛生所,新北市石碇區衛生所,新北市石碇區潭邊里4鄰碇坪路一段82號,02-26631325,shiding.health.ntpc.gov.tw,316399.01000000,2764979.39000000,2024-12-26 09:28:17.233000
1105,汐止區,衛生所,新北市汐止區衛生所,新北市汐止區秀峰里1鄰新台五路一段266號,02-26412030,xizhi.health.ntpc.gov.tw,316439.15000000,2772974.14000000,2024-12-26 09:28:17.233000
1106,坪林區,衛生所,新北市坪林區衛生所,新北市坪林區坪林里2鄰坪林街104號,02-26656272,pinglin.health.ntpc.gov.tw,321869.98000000,2758863.32000000,2024-12-26 09:28:17.233000
1107,林口區,衛生所,新北市林口區衛生所,新北市林口區南勢里22鄰忠孝二路55號1樓,02-26068760,linkou.health.ntpc.gov.tw,286747.54000000,2773529.24000000,2024-12-26 09:28:17.233000
1108,板橋區,衛生所,新北市板橋區衛生所,新北市板橋區德翠里11鄰英士路192號,02-22586606,banqiao.health.ntpc.gov.tw,296255.23000000,2768438.44000000,2024-12-26 09:28:17.233000
1109,板橋區,衛生所,新北市政府衛生局,新北市板橋區德翠里11鄰英士路192-1號,02-22577155,www.health.ntpc.gov.tw,296237.73000000,2768447.44000000,2024-12-26 09:28:17.233000
1110,金山區,衛生所,新北市金山區衛生所,新北市金山區大同里1鄰民生路59號,02-24982778,jinshan.health.ntpc.gov.tw,314599.91000000,2790349.06000000,2024-12-26 09:28:17.233000
1111,泰山區,衛生所,新北市泰山區衛生所,新北市泰山區全興里7鄰全興路212號3樓,02-29099921,taishan.health.ntpc.gov.tw,293743.30000000,2772059.87000000,2024-12-26 09:28:17.233000
1112,烏來區,衛生所,新北市烏來區衛生所,新北市烏來區忠治里2鄰新烏路五段109號,02-26616547,wulai.health.ntpc.gov.tw,305370.50000000,2751707.70000000,2024-12-26 09:28:17.233000
1113,貢寮區,衛生所,新北市貢寮區衛生所,新北市貢寮區真理里6鄰仁愛路128號,02-24901431,gongliao.health.ntpc.gov.tw,343590.12000000,2772185.06000000,2024-12-26 09:28:17.233000
1114,淡水區,衛生所,新北市淡水區衛生所,新北市淡水區協元里2鄰中山路158號,02-26215620,tamsui.health.ntpc.gov.tw,294434.40000000,2784988.49000000,2024-12-26 09:28:17.233000
1115,深坑區,衛生所,新北市深坑區衛生所,新北市深坑區深坑里9鄰深坑街165號,02-26621567,shenkeng.health.ntpc.gov.tw,311841.08000000,2766023.18000000,2024-12-26 09:28:17.233000
1116,新店區,衛生所,新北市新店區衛生所,新北市新店區中興里7鄰北新路一段86號12樓,02-29126831,xindian.health.ntpc.gov.tw,304686.67000000,2762274.84000000,2024-12-26 09:28:17.233000
1117,新莊區,衛生所,新北市新莊區衛生所,新北市新莊區榮和里12鄰中華路一段2號,02-29967123,xinzhuang.health.ntpc.gov.tw,295636.72000000,2769886.57000000,2024-12-26 09:28:17.233000
1118,瑞芳區,衛生所,新北市瑞芳區衛生所,新北市瑞芳區龍興里12鄰明燈路三段1號,02-24972132,ruifang.health.ntpc.gov.tw,331595.97000000,2777912.86000000,2024-12-26 09:28:17.233000
1119,萬里區,衛生所,新北市萬里區衛生所,新北市萬里區萬里里4鄰瑪鋉路157號,02-24921117,wanli.health.ntpc.gov.tw,319519.83000000,2785708.11000000,2024-12-26 09:28:17.233000
1120,樹林區,衛生所,新北市樹林區衛生所,新北市樹林區保安里4鄰樹新路40-7號1樓,02-26812134,shulin.health.ntpc.gov.tw,293256.84000000,2765418.32000000,2024-12-26 09:28:17.233000
1121,雙溪區,衛生所,新北市雙溪區衛生所,新北市雙溪區新基里2鄰新基南街18號,02-24931210,shuangxi.health.ntpc.gov.tw,337434.70000000,2770257.15000000,2024-12-26 09:28:17.233000
1122,蘆洲區,衛生所,新北市蘆洲區衛生所,新北市蘆洲區保和里1鄰中央路58號,02-22811461,luzhou.health.ntpc.gov.tw,297741.18000000,2775161.00000000,2024-12-26 09:28:17.233000
1123,鶯歌區,衛生所,新北市鶯歌區衛生所,新北市鶯歌區南靖里4鄰文化路389號,02-26702304,yingge.health.ntpc.gov.tw,285598.00000000,2760339.05000000,2024-12-26 09:28:17.233000
1124,板橋區,縣市政府,新北市政府,新北市板橋區福丘里13鄰中山路一段161號,02-29603456,,296968.67000000,2767206.49000000,2024-12-26 09:28:17.233000
1125,八里區,避難收容處所,SF249-0001龍米市民活動中心,新北市八里區龍米路1段223號,2610-2621#155,www.sw.ntpc.gov.tw,295482.96332900,2780470.09764000,2024-12-26 09:28:17.233000
1126,八里區,避難收容處所,SF249-0003大崁老人活動中心,新北市八里區大崁里中山路1段21號,2610-2621#155,www.sw.ntpc.gov.tw,292551.98914500,2783447.13506000,2024-12-26 09:28:17.233000
1127,八里區,避難收容處所,SF249-0004大埤頂市民活動中心,新北市八里區中山路1段95號,2610-2621#155,www.sw.ntpc.gov.tw,291859.80670800,2783462.15651000,2024-12-26 09:28:17.233000
1128,八里區,避難收容處所,SF249-0005文化活動中心,新北市八里區中山路2段251號1樓,2610-2621#155,www.sw.ntpc.gov.tw,290621.96497300,2782313.35560000,2024-12-26 09:28:17.233000
1129,八里區,避難收容處所,SF249-0006長坑市民活動中心,新北市八里區中華路三段190號,2610-2621#155,www.sw.ntpc.gov.tw,289292.74608300,2780049.08067690,2024-12-26 09:28:17.233000
1130,八里區,避難收容處所,SF249-0008八里國小,新北市八里區中山路二段338號,2610-2217#6300,www.sw.ntpc.gov.tw,290632.81151200,2782399.02387000,2024-12-26 09:28:17.233000
1131,八里區,避難收容處所,SF249-0009大崁國小,新北市八里區忠八街2號,8630-5678#150,www.sw.ntpc.gov.tw,292280.01732100,2783599.22974000,2024-12-26 09:28:17.233000
1132,八里區,避難收容處所,SF249-0010米倉國小,新北市八里區龍米路2段129巷1號,2618-2202#231,www.sw.ntpc.gov.tw,294904.95412400,2782117.10665000,2024-12-26 09:28:17.233000
1133,八里區,避難收容處所,SF249-0011長坑國小,新北市八里區中華路三段236號,2610-2037#116,www.sw.ntpc.gov.tw,289374.49745000,2779740.07717000,2024-12-26 09:28:17.233000
1134,八里區,避難收容處所,SF249-0012八里國中,新北市八里區荖阡坑路15號,2610-2016#500,www.sw.ntpc.gov.tw,290459.46484000,2781333.60101000,2024-12-26 09:28:17.233000
1135,八里區,避難收容處所,SF249-0013聖心女中,新北市八里區龍米路一段263號,2618-2287#115,www.sw.ntpc.gov.tw,295329.44561500,2780785.25807000,2024-12-26 09:28:17.233000
1136,八里區,避難收容處所,SF249-0014商港公園,新北市八里區商港一路和商港八路交叉口,2610-2621#155,www.sw.ntpc.gov.tw,290226.61000000,2782472.22000000,2024-12-26 09:28:17.233000
1137,八里區,避難收容處所,SF249-0015八里區公所文康活動中心,新北市八里區八里大道22號,2610-2621#155,www.sw.ntpc.gov.tw,290914.71211200,2782932.92311780,2024-12-26 09:28:17.233000
1138,八里區,避難收容處所,SF249-0016聖心國小,新北市八里區龍米路一段261號,2618-2330#101,www.sw.ntpc.gov.tw,295410.88951700,2780719.61173000,2024-12-26 09:28:17.233000
1139,三芝區,避難收容處所,SF252-0001新北市三芝區公所,新北市三芝區中山路一段32號,26362111-252,www.sw.ntpc.gov.tw,300476.89159500,2794431.05549000,2024-12-26 09:28:17.233000
1140,三芝區,避難收容處所,SF252-0002新北市三芝區埔坪市民活動中心,新北市三芝區民生街31號,26362111-298,www.sw.ntpc.gov.tw,300723.96999100,2794272.81021000,2024-12-26 09:28:17.233000
1141,三芝區,避難收容處所,SF252-0003三芝國小,新北市三芝區育英街22號,26362005-130,www.sw.ntpc.gov.tw,300529.20243400,2794435.51592000,2024-12-26 09:28:17.233000
1142,三芝區,避難收容處所,SF252-0004三芝國中,新北市三芝區淡金路一段38號,26362004-18,www.sw.ntpc.gov.tw,300550.86252000,2794600.98190000,2024-12-26 09:28:17.233000
1143,三芝區,避難收容處所,SF252-0006新北市三芝區圓山市民活動中心,新北市三芝區木屐寮32號,26362111-265,www.sw.ntpc.gov.tw,303351.90918200,2790438.62005000,2024-12-26 09:28:17.233000
1144,三芝區,避難收容處所,SF252-0007橫山國小,新北市三芝區大坑86號,26362473#13,www.sw.ntpc.gov.tw,303362.35980200,2794558.86783000,2024-12-26 09:28:17.233000
1145,三芝區,避難收容處所,SF252-0008新北市三芝區八賢市民活動中心,新北市三芝區八連溪41號,26362111-293,www.sw.ntpc.gov.tw,301693.39492800,2792134.40376000,2024-12-26 09:28:17.233000
1146,三芝區,避難收容處所,SF252-0009興華國小,新北市三芝區田心子5號,26371366-205,www.sw.ntpc.gov.tw,300541.14600000,2788435.52666000,2024-12-26 09:28:17.233000
1147,三芝區,避難收容處所,SF252-0010馬偕醫學院,新北市三芝區中正路三段46號,2636-0303#1143,www.sw.ntpc.gov.tw,300033.71766100,2793884.12269000,2024-12-26 09:28:17.233000
1148,三重區,避難收容處所,SF241-0002厚德國小體操館地下室大禮堂,新北市三重區立德里自強路2段93號B1,2986-8825#35,www.sw.ntpc.gov.tw,299267.39950000,2773699.94440000,2024-12-26 09:28:17.233000
1149,三重區,避難收容處所,SF241-0003永盛市民活動中心,新北市三重區永盛里車路頭街133號,2986-2345#488,www.sw.ntpc.gov.tw,298909.94405000,2774253.49950830,2024-12-26 09:28:17.233000
1150,三重區,避難收容處所,SF241-0004六張市民活動中心,新北市三重區福安里六張街66號,2986-2345#488,www.sw.ntpc.gov.tw,299816.97560000,2773638.93120000,2024-12-26 09:28:17.233000
1151,三重區,避難收容處所,SF241-0005和平市民活動中心,新北市三重區立德里自強路2段90號,2986-2345#488,www.sw.ntpc.gov.tw,299173.90000000,2773689.20000000,2024-12-26 09:28:17.233000
1152,三重區,避難收容處所,SF241-0006菜寮市民活動中心,新北市三重區菜寮里中寮街57巷18號,2986-2345#488,www.sw.ntpc.gov.tw,299717.06330000,2772269.54740000,2024-12-26 09:28:17.233000
1153,三重區,避難收容處所,SF241-0007正義市民活動中心,新北市三重區雙園里雙園街1號,2986-2345#488,www.sw.ntpc.gov.tw,300193.80470000,2773428.21260000,2024-12-26 09:28:17.233000
1154,三重區,避難收容處所,SF241-0008過圳市民活動中心,新北市三重區過田里過圳街19號,2986-2345#488,www.sw.ntpc.gov.tw,299250.22490000,2772524.55260000,2024-12-26 09:28:17.233000
1155,三重區,避難收容處所,SF241-0009碧華國小,新北市三重區富福里五華街160號,2857-7792#730,www.sw.ntpc.gov.tw,299504.67980000,2775216.33810000,2024-12-26 09:28:17.233000
1156,三重區,避難收容處所,SF241-0010重陽國小,新北市三重區六福里中正北路113號,29826272#120,www.sw.ntpc.gov.tw,298880.06380000,2773209.40860000,2024-12-26 09:28:17.233000
1157,三重區,避難收容處所,SF241-0011興穀國小,新北市三重區五谷里神農街101號,29990725#130,www.sw.ntpc.gov.tw,297853.34197800,2771463.69251590,2024-12-26 09:28:17.233000
1158,三重區,避難收容處所,SF241-0012光興國小,新北市三重區光輝里正義南路62號,2975-5352#731,www.sw.ntpc.gov.tw,300336.11081700,2772392.21876670,2024-12-26 09:28:17.233000
1159,三重區,避難收容處所,SF241-0013三重國小,新北市三重區奕壽里三和路三段1號,2972-2095#181,www.sw.ntpc.gov.tw,300168.46950000,2773668.84760000,2024-12-26 09:28:17.233000
1160,三重區,避難收容處所,SF241-0014五華國小,新北市三重區富貴里集賢路89號,28578087#501,www.sw.ntpc.gov.tw,299774.15560000,2775473.05410000,2024-12-26 09:28:17.233000
1161,三重區,避難收容處所,SF241-0015三光國小,新北市三重區同安里大同南路157號,2975-3308#631,www.sw.ntpc.gov.tw,300119.10520000,2772089.29460000,2024-12-26 09:28:17.233000
1162,三重區,避難收容處所,SF241-0016修德國小,新北市三重區重陽里重陽路三段3號,29800495#401,www.sw.ntpc.gov.tw,299323.80074700,2773202.80870000,2024-12-26 09:28:17.233000
1163,三重區,避難收容處所,SF241-0017光榮國小,新北市三重區介壽路32號,29730392#300,www.sw.ntpc.gov.tw,300574.34280000,2773727.45290000,2024-12-26 09:28:17.233000
1164,三重區,避難收容處所,SF241-0018厚德國小,新北市三重區立德里忠孝路一段70號,2986-8825#35,www.sw.ntpc.gov.tw,299304.11440000,2773821.86570000,2024-12-26 09:28:17.233000
1165,三重區,避難收容處所,SF241-0019集美國小,新北市三重區光明里集美街10號,89725390#300,www.sw.ntpc.gov.tw,299228.84830000,2772120.76500000,2024-12-26 09:28:17.233000
1166,三重區,避難收容處所,SF241-0020二重國小,新北市三重區二重里大有街10號,29846446#151,www.sw.ntpc.gov.tw,298191.03000000,2773146.23000000,2024-12-26 09:28:17.233000
1167,三重區,避難收容處所,SF241-0021正義國小,新北市三重區正義里信義西街31號,29853138#2060,www.sw.ntpc.gov.tw,300052.14810000,2773007.29090000,2024-12-26 09:28:17.233000
1168,三重區,避難收容處所,SF241-0022永福國小,新北市三重區永福里永福街66號,2287-6716#841,www.sw.ntpc.gov.tw,298485.66610000,2774393.26770000,2024-12-26 09:28:17.233000
1169,三重區,避難收容處所,SF241-0023三和國中,新北市三重區永盛里三和路四段216號,22879890#301,www.sw.ntpc.gov.tw,299077.42680000,2774347.95560000,2024-12-26 09:28:17.233000
1170,三重區,避難收容處所,SF241-0024二重國中,新北市三重區福田里忠孝路三段89號,29800137#301,www.sw.ntpc.gov.tw,298474.06300000,2773142.06960000,2024-12-26 09:28:17.233000
1171,三重區,避難收容處所,SF241-0025光榮國中,新北市三重區奕壽里介壽路26號,29721430#601,www.sw.ntpc.gov.tw,300433.58380000,2773674.66850000,2024-12-26 09:28:17.233000
1172,三重區,避難收容處所,SF241-0026明志國中,新北市三重區重陽里中正北路107號,29844132#120,www.sw.ntpc.gov.tw,299333.40099700,2772892.63182220,2024-12-26 09:28:17.233000
1173,三重區,避難收容處所,SF241-0027格致中學,新北市三重區永德里大智街260號,2985-5892,www.sw.ntpc.gov.tw,299302.95910000,2774045.28170000,2024-12-26 09:28:17.233000
1174,三重區,避難收容處所,SF241-0028三重商工,新北市三重區培德里中正北路163號,29715606#400,www.sw.ntpc.gov.tw,298431.57930000,2773577.97090000,2024-12-26 09:28:17.233000
1175,三重區,避難收容處所,SF241-0029穀保家商,新北市三重區大有里中正北路560巷38號,29712343#801,www.sw.ntpc.gov.tw,297530.97420000,2773581.57110000,2024-12-26 09:28:17.233000
1176,三重區,避難收容處所,SF241-0030新北高中,新北市三重區富貴里三信路1號,28577326#120,www.sw.ntpc.gov.tw,299354.06621100,2775522.36751150,2024-12-26 09:28:17.233000
1177,三重區,避難收容處所,SF241-0031金陵女中,新北市三重區中興里重新路五段656號,29956776#200,www.sw.ntpc.gov.tw,297062.56562000,2770566.87687220,2024-12-26 09:28:17.233000
1178,三重區,避難收容處所,SF241-0032東海高中,新北市三重區二重里忠孝路三段93巷12號,29822788#201,www.sw.ntpc.gov.tw,298321.00166700,2773038.48850560,2024-12-26 09:28:17.233000
1179,三重區,避難收容處所,SF241-0033三重高中,新北市三重區光明里集美街212號,29760501#150,www.sw.ntpc.gov.tw,299587.64980000,2771925.55530000,2024-12-26 09:28:17.233000
1180,三重區,避難收容處所,SF241-0034綜合運動場(防災公園),新北市三重區錦田里中正北路特2號,2986-2345#488,www.sw.ntpc.gov.tw,299360.31650000,2772848.48410000,2024-12-26 09:28:17.233000
1181,三重區,避難收容處所,SF241-0035碧華國中,新北市三重區富貴里三信路166號,29851121#650,www.sw.ntpc.gov.tw,299329.97913500,2775528.89109830,2024-12-26 09:28:17.233000
1182,三重區,避難收容處所,SF241-0036清傳高商,新北市三重區谷王里五谷王北街141巷1號,2995-5535#101,www.sw.ntpc.gov.tw,298115.14660000,2771625.95090000,2024-12-26 09:28:17.233000
1183,三峽區,避難收容處所,SF237-0001有木國小,新北市三峽區有木里有木里131號,26711017轉505,www.sw.ntpc.gov.tw,294227.00000000,2749617.90000000,2024-12-26 09:28:17.233000
1184,三峽區,避難收容處所,SF237-0002長青市民活動中心,新北市三峽區永館里中山路69號,26711017轉505,www.sw.ntpc.gov.tw,287070.97604000,2758613.77707610,2024-12-26 09:28:17.233000
